title,url,views,duration,likes,dislikes,channelName,subscribers,description,keywords,date_published,date_scraped,tags,comments,image_urls,path,checksum,status
little mix sweet melody official video ,https://www.youtube.com/watch?v=r4P-WOOUPk4,28,212.0,921843,20494,Little Mix,144,little mix sweet melody official video listen to the sweet melody here http lttlmx com sweetmelody pre order our upcoming album confetti out on no ,little mix little mix sweet melody little mix sweet melody official video sweet melody little mix sweet melody lyrics little mix not a pop song little ,2020-10-23,2020-07-11 15:41:38, little mix little mix sweet melody little mix sweet melody official video sweet melody little mix sweet melody lyrics little mix not a pop song little mix confetti little mix happiness little mix holiday little mix live breakup song live little mix holiday official video little mix holiday lyrics little mix break up song break up song lyric video little mix break up song remix little mix remix little mix break song ,['[]'],http://i4.ytimg.com/vi/r4P-WOOUPk4/hqdefault.jpg,full/ffe0392af06159482e6f98f7f6e1317099233dcc.jpg,7d512306e55bc09b341c3da487e81310,downloaded
apollo g ft ze bula ferry d raw na mike humildadi official video prod by young max,https://www.youtube.com/watch?v=52wCiWdayuU,15,322.0,6835,75,Apollo G Official,218000,directed by yannick monteiro artist apollo g official ze bula ferryrbl d raw na mike music track humildadi prod by young max mixed and master by ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-10-28,2020-07-11 15:41:56, ,['[]'],http://i4.ytimg.com/vi/52wCiWdayuU/hqdefault.jpg,full/8447d16b285e8baca2c9fdbc535641d7fad0e66e.jpg,01e54d974ec2c6e405a2a9fb5c395d09,downloaded
stephen rips up the monologue and starts over after trump s heartbreaking thursday night lie fest,https://www.youtube.com/watch?v=TeSiJmLoJd0,486656,989.0,173444,6963,The Late Show with Stephen Colbert,798,we all knew donald trump would do this that he would refuse to show dignity in defeat but what we didn t expect is how much it would hurt watch stephen co ,the late show late show stephen colbert steven colbert colbert celebrity celeb celebrities late night talk show comedian comedy cbs joke jokes ,2020-11-05,2020-07-11 15:42:13, the late show late show stephen colbert steven colbert colbert celebrity celeb celebrities late night talk show comedian comedy cbs joke jokes funny funny video funny videos humor hollywood famous ,['[]'],http://i4.ytimg.com/vi/TeSiJmLoJd0/hqdefault.jpg,full/48db478b99a03be0eed08503fd34b3b4f7692e26.jpg,fedc0e939bca11e4898059eb50166593,downloaded
lexa e luísa sonza quebrar seu corac a o clipe oficial ,https://www.youtube.com/watch?v=QlXOo5VX1Ck,55,141.0,243622,15064,Lexa,369,esse é o clipe oficial da música quebrar seu coração ouça em todas as plataformas digitas https somlivre lnk to lexa letra lexa ruxell sergio sant ,lexa lançamento lexa coreografia funk top funk 2020 pop 2020 gloria groove anitta luisa sonza ludmilla quebrar seu coração,2020-10-23,2020-07-11 15:42:31, lexa lançamento lexa coreografia funk top funk 2020 pop 2020 gloria groove anitta luisa sonza ludmilla quebrar seu coração ,['[]'],http://i4.ytimg.com/vi/QlXOo5VX1Ck/hqdefault.jpg,full/c5ded10a331442181a891478bc8733c3b59a3f1b.jpg,03787f57fc70a5d29628a11f67248f4d,downloaded
mercado positivo rip liga europa dia de sporting 02 outubro 2020 21,https://www.youtube.com/watch?v=q4964awt3Y0,28475,849.0,3597,28,GonzaaL,54100, instagram gonzaal1906 twitter gonzaaaaaal e mail gonzaaaal hotmail com psn gvmx youtube secundário the7thavenger https www youtube co ,fifa 19 fifa 20 ea fifa ultimate team pack opening online draft modo carreira modo treinador sporting benfica porto portugal brasil mané a ve ,2020-11-05,2020-07-11 15:42:49, fifa 19 fifa 20 ea fifa ultimate team pack opening online draft modo carreira modo treinador sporting benfica porto portugal brasil mané a verdadeira caminhada random fifices fut champions pt br tots toty totw vida de jogador zé do júlio fifa 21 dia de sporting relatório pedro gonçalves portimonense nuno mendes golo lask liga europa 1 4 2 2 vietto nuno santos ,['[]'],http://i4.ytimg.com/vi/q4964awt3Y0/hqdefault.jpg,full/0b34efe73c87d4d79c86eca9245316c10cfaec8e.jpg,8e7fa6b58ffe014adf41b252e008c759,downloaded
highlights resumo paços de ferreira 3 2 fc porto liga 20 21 6 ,https://www.youtube.com/watch?v=pIaU1HyLWTc,136056,300.0,3364,199,VSPORTS - Liga NOS,210000, vsports liganos ligaportugal jogasmuito triunfo do paços de ferreira por 3 2 frente ao fc porto no arranque da 6 ª jornada da liga nos vsports na rede ,futebol soccer football primeira liga liga nos portuguese league resumo highlights golos goals liga portuguesa liga portugal portugal 2020 21 s ,2020-10-30,2020-07-11 15:43:06, futebol soccer football primeira liga liga nos portuguese league resumo highlights golos goals liga portuguesa liga portugal portugal 2020 21 season 20 21 sp ty high sp dt 2020 10 30t20 30 00z sp st soccer sp li port sp ti home pac sp ti away fcp paços ferreira fcpf fcp porto oporto fc porto eustáquio otávio bruno costa dor jan sérgio sérgio oliveira ,['[]'],http://i4.ytimg.com/vi/pIaU1HyLWTc/hqdefault.jpg,full/5cdd6063e95e85bd9abd99903de7fd5d5b7615b7.jpg,3ff4c65987c4cd30875c2f40833aa1ec,downloaded
little mix confetti lyric video ,https://www.youtube.com/watch?v=bPw1KicdUzY,28,167.0,130231,695,Little Mix,144,music video by little mix performing confetti lyric video c 2020 under exclusive licence to rca a division of sony music entertainment uk limited http ,confetti little mix pop rca records label,2020-11-04,2020-07-11 15:43:41, confetti little mix pop rca records label ,['[]'],http://i4.ytimg.com/vi/bPw1KicdUzY/hqdefault.jpg,full/f56aae9eeb2491678b144ba552f8084f616ecb45.jpg,242f993afaebdd4acb0d329bc53ebfc5,downloaded
playstation 5 unboxing que maravilha ,https://www.youtube.com/watch?v=3rjloBjRuCE,492428,490.0,83533,1824,Bernardo Almeida,575000,chegou a nova playstation 5 hoje trago te um unboxing e primeiras impressões da ps5 descobre todas as novidades em português instagram bernardo almeida ht ,bernardo almeida ps5 playstation 5 unboxing ps5 unboxing playstation 5 ps5 primeiras impressões ps5 vale a pena playstation 5 vale a pena melhor cons ,2020-10-27,2020-07-11 15:43:58, bernardo almeida ps5 playstation 5 unboxing ps5 unboxing playstation 5 ps5 primeiras impressões ps5 vale a pena playstation 5 vale a pena melhor console do mundo ,['[]'],http://i4.ytimg.com/vi/3rjloBjRuCE/hqdefault.jpg,full/47b9163c2c669e29897c082f8d983ef69f3bd28e.jpg,e60203efe58fb5a5a74bcfbfee6a32a6,downloaded
rapazes respondem a perguntas que as raparigas mais querem saber,https://www.youtube.com/watch?v=SYdn8N8e0vU,161882,638.0,3252,30,Carly Santos,98800,mequié pessoal tá lá somos quase 100k aqui não te esqueças de subscrever ao canal e de ativar as notificações para seres das primeiras pessoas a receber ,carly santos carlysantos challenge desafio,2020-11-06,2020-07-11 15:44:16, carly santos carlysantos challenge desafio ,['[]'],http://i4.ytimg.com/vi/SYdn8N8e0vU/hqdefault.jpg,full/b2be43e72475c3cc5264d3022b4b1d3d3d5fd37a.jpg,9da7195aa96138db822053661b1d62bc,downloaded
tipos de pessoas doce ou travessura ,https://www.youtube.com/watch?v=l2JG6s0LtHg,62602,351.0,6831,50,ItzAndreOfficial®,141000, parcerias colaborações itzandreofficialprofissional hotmail com redes sociais facebook itzandreofficial twitter 4ndr30ffici4l instagram itzan ,itzandreofficial,2020-10-31,2020-07-11 15:44:34, itzandreofficial ,['[]'],http://i4.ytimg.com/vi/l2JG6s0LtHg/hqdefault.jpg,full/f91a77b93f2b064f0336123680d8b4a4b62c6f80.jpg,1c7e0ed915a06ddedd2d6f0b805a2f24,downloaded
gusttavo lima tudo que eu queria o embaixador the legacy ,https://www.youtube.com/watch?v=hvzDXIrkHOo,38,175.0,405888,11432,Gusttavo Lima Oficial,16,essa música faz parte do novo álbum do gusttavo lima o embaixador the legacy gravado em goiânia go inscreva se no canal http tinyurl com youtubegl ouça ,gusttavo lima gusttavo lima 2020 gusttavo lima live gusttavo lima embaixador gusttavo lima ao vivo gusttavo lima oficial gusttavo lima buteco gusttavo ,2020-10-23,2020-07-11 15:44:51, gusttavo lima gusttavo lima 2020 gusttavo lima live gusttavo lima embaixador gusttavo lima ao vivo gusttavo lima oficial gusttavo lima buteco gusttavo lima nova gusttavo lima modao gusttavo lima as melhores gusttavo lima o embaixador gusttavo lima tudo que eu queria tudo que eu queria gustavo lima tudo que eu queria gusttavo lima tudo que eu queria oficial gusttavo lima tudo que eu queria ao vivo gusttavo lima tudo que eu queria letra tudo que eu queria status ,['[]'],http://i4.ytimg.com/vi/hvzDXIrkHOo/hqdefault.jpg,full/0e8b1986e64f2d3372294df25ba0cf3a20b105ad.jpg,b1d38c18a1d883484d01a0ea53c05c93,downloaded
system of a down genocidal humanoidz official audio ,https://www.youtube.com/watch?v=_74nVpLVn9Q,483,153.0,178507,12103,System Of A Down,494, genocidal humanoidz and protect the land are now available for purchase on our official bandcamp page https systemofadown bandcamp com where band proc ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-11-05,2020-07-11 15:45:09, ,['[]'],http://i4.ytimg.com/vi/_74nVpLVn9Q/hqdefault.jpg,full/c56e6cdbf5acd6559fc3ebaf0775c154a8f5400f.jpg,b5b2f63cb8ddafda8463132aeae6e62b,downloaded
dua lipa angèle fever official music video ,https://www.youtube.com/watch?v=vs61OHs2g-w,32,244.0,371986,3735,Dua Lipa,159,get tickets for dua lipa s studio 2054 https dualipa co studio2054 generalsale a kaleidoscopic rocket fuelled journey through time space mirror bal ,dua lipa angele angèle dua lipa fever dua lipa angele dua fever dua lipa official audio dua lipa angele fever dua angele dua lipa music dua lipa ly ,2020-11-06,2020-07-11 15:45:27, dua lipa angele angèle dua lipa fever dua lipa angele dua fever dua lipa official audio dua lipa angele fever dua angele dua lipa music dua lipa lyrics dua lipa fever lyrics fever lyrics dua lipa french dua lipa french song dua lipa 2020 future nostalgia dua lipa 2nd album dua lipa songs dua lipa music pop official music video dualipa duo lipa dua leepa warner bros i ve got a fever so can you check tell me what you wanna do right now ,['[]'],http://i4.ytimg.com/vi/vs61OHs2g-w/hqdefault.jpg,full/3405ff3f9c4c4be4ec1708eba466b42a27d64b39.jpg,99e840d6a77b1cd2869567780dbf1363,downloaded
