title,url,views,duration,likes,dislikes,channelName,subscribers,description,keywords,date_published,date_scraped,tags,comments,image_urls,path,checksum,status
dua lipa angèle fever official music video ,https://www.youtube.com/watch?v=vs61OHs2g-w,42,20.0,476002,5916,Dua Lipa,159,get tickets for dua lipa s studio 2054 https dualipa co studio2054 generalsale a kaleidoscopic rocket fuelled journey through time space mirror bal ,dua lipa angele angèle dua lipa fever dua lipa angele dua fever dua lipa official audio dua lipa angele fever dua angele dua lipa music dua lipa ly ,2020-11-06,2020-09-11 00:32:20, dua lipa angele angèle dua lipa fever dua lipa angele dua fever dua lipa official audio dua lipa angele fever dua angele dua lipa music dua lipa lyrics dua lipa fever lyrics fever lyrics dua lipa french dua lipa french song dua lipa 2020 future nostalgia dua lipa 2nd album dua lipa songs dua lipa music pop official music video dualipa duo lipa dua leepa warner bros i ve got a fever so can you check tell me what you wanna do right now ,so i don t know who s reading this on the chat but i am sooo excited and i d like you guys to know that dua is the most nice fun and cool person i ve met since a long time it has been such an honor to work on this project i hope you ll like it as much as we liked to make it stay safe take care love love loove,http://i4.ytimg.com/vi/vs61OHs2g-w/hqdefault.jpg,full/3405ff3f9c4c4be4ec1708eba466b42a27d64b39.jpg,99e840d6a77b1cd2869567780dbf1363,downloaded
à solta,https://www.youtube.com/watch?v=zdTGamARGdU,10032,178.0,2706,38,DAMA Music Oficial,274000,provided to youtube by sony music entertainment à solta d a m a ivo lucas bárbara bandeira sozinhos à chuva 2020 sony music entertainemnet portugal ,d a m a ivo lucas bárbara bandeira sozinhos à chuva à solta,2020-10-29,2020-09-11 00:32:57, d a m a ivo lucas bárbara bandeira sozinhos à chuva à solta ,a voz da bárbara está incrível ,http://i4.ytimg.com/vi/zdTGamARGdU/hqdefault.jpg,full/180f09fb1a32aadc1cbc487ad8b23bb666a9cd31.jpg,7e5cec724814c7dcfe81d42bdb357cc1,downloaded
gunada no halloween,https://www.youtube.com/watch?v=dtwQixldi24,65660,281.0,12881,153,AlexandreSantosComedy,529000,links no comentário afixado feliz halloween a todos redes sociais facebook https goo gl at1yrr instagram https goo gl 6u5qaz twitter https g ,alex alexandre alexandreee07 estrondo gunada guna humor comedia comédia portugal tuga porto halloween mascarados carnaval alexandresantoscomed ,2020-10-31,2020-09-11 00:33:45, alex alexandre alexandreee07 estrondo gunada guna humor comedia comédia portugal tuga porto halloween mascarados carnaval alexandresantoscomedy alexandresantosbitchez alexandre santos ,app http bit ly aplicacao_bettilt gratidão obrigado a todos https bit ly alexandre_bettilt código promo halloween 150 halloween2020 escrever em letra pequena ,http://i4.ytimg.com/vi/dtwQixldi24/hqdefault.jpg,full/82fa141a911442a952ec939c46f563e0f910465c.jpg,8eeaf29d0496d9949c8e8f9edff180a5,downloaded
david carreira se eu soubesse live altice arena ft tony carreira,https://www.youtube.com/watch?v=uZCcLl0TLLc,467590,15.0,2289,17,David Carreira,680000,já tens o teu bilhete para o campo pequeno e para o super bock arena campo pequeno https bit ly 32d3ciw super bock arena https bit ly 361mcs5 david ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-11-06,2020-09-11 00:34:32, ,que lindo david tenho saudades dos concertos até dezembro ,http://i4.ytimg.com/vi/uZCcLl0TLLc/hqdefault.jpg,full/64358c334455841aec5db3566d2c9105ce17e78a.jpg,43b51ecb1c03bb25c1fbecb602b02219,downloaded
dero vibez broke,https://www.youtube.com/watch?v=lFnjFEoPhgU,169973,191.0,5243,88,Caverna,83500,dero vibez broke spotlfy https rb gy 0wmjrr follow dero vibez https instagram com derovibez_ management booking derovibez booking gmail com estudio ,linha da azambuja bago rap hip hop psico oz gson kroa zara vialonga barras tuga beef freestyle regula valete sam the kid v block punch ,2020-11-01,2020-09-11 00:34:59, linha da azambuja bago rap hip hop psico oz gson kroa zara vialonga barras tuga beef freestyle regula valete sam the kid v block punchline deezy real flajo dia normal c est la nova biblia fase loucura youtube music ,letra https genius com dero vibez broke lyrics refrão sa fuck não és meu bro,http://i4.ytimg.com/vi/lFnjFEoPhgU/hqdefault.jpg,full/9571b2db43e375c46265de05197e99de82ef4e03.jpg,d4b6e60dcb9d7b378a73ab2346fc1cad,downloaded
rapazes respondem a perguntas que as raparigas mais querem saber,https://www.youtube.com/watch?v=SYdn8N8e0vU,407008,638.0,4520,39,Carly Santos,98900,mequié pessoal tá lá somos quase 100k aqui não te esqueças de subscrever ao canal e de ativar as notificações para seres das primeiras pessoas a receber ,carly santos carlysantos challenge desafio,2020-11-06,2020-09-11 00:35:46, carly santos carlysantos challenge desafio ,adoro carly o que vocês reparam primeiro numa rapariga gabriel de frente ou de trás ,http://i4.ytimg.com/vi/SYdn8N8e0vU/hqdefault.jpg,full/b2be43e72475c3cc5264d3022b4b1d3d3d5fd37a.jpg,9da7195aa96138db822053661b1d62bc,downloaded
system of a down protect the land official video ,https://www.youtube.com/watch?v=XqmknZNg1yw,182842,17.0,378873,36924,System Of A Down,497, protect the land and genocidal humanoidz are now available for purchase on our official bandcamp page https systemofadown bandcamp com where band proc ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-11-05,2020-09-11 00:36:14, ,i can t believe my eyes ,http://i4.ytimg.com/vi/XqmknZNg1yw/hqdefault.jpg,full/6632d38530a7d762796fd39e00c015012218e9cf.jpg,0830507e53b2bbdc80ccf42ba63cfce9,downloaded
losing isn t easy especially for donald trump,https://www.youtube.com/watch?v=O2ECkVCEKtU,26,15.0,92200,8974,Jimmy Kimmel Live,173,jimmy reclaims the ymca back from donald trump a biden spokesperson comments on having to potentially remove trump from the white house the votes continue ,jimmy jimmy kimmel jimmy kimmel live late night talk show funny comedic comedy clip comedian mean tweets pandemic coronavirus covid 19 social d ,2020-11-06,2020-09-11 00:37:18, jimmy jimmy kimmel jimmy kimmel live late night talk show funny comedic comedy clip comedian mean tweets pandemic coronavirus covid 19 social distancing quarantine monologue trump donald trump potus 2020 election election polls republicans democrats presidential race joe biden trump tweets election day ymca wolf blitzer pizza hut mitch mcconnell mitt romney andy daly white house conspiracy head writer ,finally crewmates found the impostor,http://i4.ytimg.com/vi/O2ECkVCEKtU/hqdefault.jpg,full/7a31086f0100e766b7501d6beb4f1f5d41ed6d1b.jpg,aa8564f17af374fdbac3a203c29597fb,downloaded
little mix confetti lyric video ,https://www.youtube.com/watch?v=bPw1KicdUzY,552577,167.0,137922,845,Little Mix,144,music video by little mix performing confetti lyric video c 2020 under exclusive licence to rca a division of sony music entertainment uk limited http ,confetti little mix pop rca records label,2020-11-04,2020-09-11 00:37:55, confetti little mix pop rca records label ,people say that little mix have only british fans like if you re not british,http://i4.ytimg.com/vi/bPw1KicdUzY/hqdefault.jpg,full/f56aae9eeb2491678b144ba552f8084f616ecb45.jpg,242f993afaebdd4acb0d329bc53ebfc5,downloaded
stephen rips up the monologue and starts over after trump s heartbreaking thursday night lie fest,https://www.youtube.com/watch?v=TeSiJmLoJd0,16,989.0,197360,8691,The Late Show with Stephen Colbert,799,we all knew donald trump would do this that he would refuse to show dignity in defeat but what we didn t expect is how much it would hurt watch stephen co ,the late show late show stephen colbert steven colbert colbert celebrity celeb celebrities late night talk show comedian comedy cbs joke jokes ,2020-11-05,2020-09-11 00:38:23, the late show late show stephen colbert steven colbert colbert celebrity celeb celebrities late night talk show comedian comedy cbs joke jokes funny funny video funny videos humor hollywood famous ,hello everyone you know he s serious when he doesn t imitate trump while reading his tweet ,http://i4.ytimg.com/vi/TeSiJmLoJd0/hqdefault.jpg,full/48db478b99a03be0eed08503fd34b3b4f7692e26.jpg,fedc0e939bca11e4898059eb50166593,downloaded
pop smoke ft quavo aim for the moon official music video ,https://www.youtube.com/watch?v=Qh2UmXaa-4E,1214,179.0,535642,6752,POP SMOKE,373,official video for pop smoke aim for the moon available now https popsmoke lnk to sftsaftm subscribe to pop smoke s channel https popsmoke lnk to sub ,pop smoke shoot for the stars aim for the moon shoot for the stars aim for the moon tiktok mood swings what you know about love quavo victor victor ,2020-10-26,2020-09-11 00:39:11, pop smoke shoot for the stars aim for the moon shoot for the stars aim for the moon tiktok mood swings what you know about love quavo victor victor smoke woo ,after this music video those kids are the most popular kids in their school ,http://i4.ytimg.com/vi/Qh2UmXaa-4E/hqdefault.jpg,full/61ce56df02e5d8860c4632586abe8a3b97f8480d.jpg,4f5b46c311c23dc0fea67c862eacbb03,downloaded
now united golden official music video ,https://www.youtube.com/watch?v=Btk8QDquZj4,99,19.0,402841,7215,NOW UNITED,623,now united presents golden filmed in dubai uae we are the earth they are the moon you are the sunlight in the room you make it golden nowunitedgold ,now united nowunited new united one united now united episode the now united show bailey may now united bailey may summer in the city now united mem ,2020-10-28,2020-09-11 00:39:39, now united nowunited new united one united now united episode the now united show bailey may now united bailey may summer in the city now united members now united show we are now united nowunited philippines now united any now united sina josh beauchamp noah urrea now united mame diarra فرقة now united ناو يونايتد ,one love chegou em 1 5m tá muito rápido as views manoo,http://i4.ytimg.com/vi/Btk8QDquZj4/hqdefault.jpg,full/17f1be7b4d5834959d38cf8c6420661261736d71.jpg,8779e9fcd9bbdf1996b7aa81efca3181,downloaded
apollo g ft ze bula ferry d raw na mike humildadi official video prod by young max,https://www.youtube.com/watch?v=52wCiWdayuU,16,322.0,7011,78,Apollo G Official,218000,directed by yannick monteiro artist apollo g official ze bula ferryrbl d raw na mike music track humildadi prod by young max mixed and master by ,vídeo compartir teléfono con cámara teléfono con vídeo gratuito subida,2020-10-28,2020-09-11 00:40:26, , esse é o trevo da sorte quem curtir terá uma ótima notícia hoje ,http://i4.ytimg.com/vi/52wCiWdayuU/hqdefault.jpg,full/8447d16b285e8baca2c9fdbc535641d7fad0e66e.jpg,01e54d974ec2c6e405a2a9fb5c395d09,downloaded
little mix sweet melody official video ,https://www.youtube.com/watch?v=r4P-WOOUPk4,42,212.0,935057,20948,Little Mix,144,little mix sweet melody official video listen to the sweet melody here http lttlmx com sweetmelody pre order our upcoming album confetti out on no ,little mix little mix sweet melody little mix sweet melody official video sweet melody little mix sweet melody lyrics little mix not a pop song little ,2020-10-23,2020-09-11 00:40:54, little mix little mix sweet melody little mix sweet melody official video sweet melody little mix sweet melody lyrics little mix not a pop song little mix confetti little mix happiness little mix holiday little mix live breakup song live little mix holiday official video little mix holiday lyrics little mix break up song break up song lyric video little mix break up song remix little mix remix little mix break song ,this is truly a testament to the entire team everyone from choreography glam styling cinematography and of course the girls showed up and showed out ,http://i4.ytimg.com/vi/r4P-WOOUPk4/hqdefault.jpg,full/ffe0392af06159482e6f98f7f6e1317099233dcc.jpg,7d512306e55bc09b341c3da487e81310,downloaded
lexa e luísa sonza quebrar seu corac a o clipe oficial ,https://www.youtube.com/watch?v=QlXOo5VX1Ck,55,141.0,249167,15311,Lexa,369,esse é o clipe oficial da música quebrar seu coração ouça em todas as plataformas digitas https somlivre lnk to lexa letra lexa ruxell sergio sant ,lexa lançamento lexa coreografia funk top funk 2020 pop 2020 gloria groove anitta luisa sonza ludmilla quebrar seu coração,2020-10-23,2020-09-11 00:41:32, lexa lançamento lexa coreografia funk top funk 2020 pop 2020 gloria groove anitta luisa sonza ludmilla quebrar seu coração ,ouça o álbum lexa em todas as plataformas digitas https somlivre lnk to lexa,http://i4.ytimg.com/vi/QlXOo5VX1Ck/hqdefault.jpg,full/c5ded10a331442181a891478bc8733c3b59a3f1b.jpg,03787f57fc70a5d29628a11f67248f4d,downloaded
trump has no plans to concede the election the tonight show,https://www.youtube.com/watch?v=IPdSuabQDM0,987243,594.0,50655,5102,The Tonight Show Starring Jimmy Fallon,267,jimmy addresses president trump s claims that he won t concede the election if joe biden is declared the winner the tonight show starring jimmy fallon stre ,the tonight show jimmy fallon trump no plans concede election nbc television funny talk show comedic humor snl tonight show jokes funny video ,2020-11-06,2020-09-11 00:42:35, the tonight show jimmy fallon trump no plans concede election nbc television funny talk show comedic humor snl tonight show jokes funny video interview variety comedy sketches talent celebrities video clip highlight news monologue georgia nevada pennsylvania donald trump president trump joe biden kamala harris mike pence vice president president 2020 election presidential election campaign polls voter voters voting election day november 3 debate debates ,lollllllllll if even the drummer is laughing it s really good,http://i4.ytimg.com/vi/IPdSuabQDM0/hqdefault.jpg,full/94c8b50a22936024d25b05711df81e0ee9daa5aa.jpg,5a4991630e6548ff790dfb1232de8e48,downloaded
